Description,Specification,Ratings,Price,Original_price,Discount,Reviews
"HP Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5007TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15s-fy5007TU'], ['Part Number', '91R03PA'], ['Model Name', '15s-fy5007TU'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '3.9', '3.4']","['₹53,990']","['₹60,990']",['11% off'],"['14 Ratings & 2 Reviews', '(14)', '(5,026)', '(5)']"
"Lenovo Legion 5 Pro AMD Ryzen 7 Octa Core 6800H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16ARH7H Gaming Laptop  (16 Inch, Storm Grey, 2.49 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '16ARH7H'], ['Part Number', '82RG00AGIN'], ['Model Name', '16ARH7H'], ['Series', 'Legion 5 Pro'], ['Color', 'Storm Grey'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Backup', 'Upto 14.1 Hrs'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4.2', '4.6']","['₹1,24,990']","['₹2,51,890']",['50% off'],"['25 Ratings & 1 Reviews', '(25)', '(2,086)', '(89)']"
"Infinix Y1 Plus Neo Intel Intel Celeron Quad Core 11th Gen JSL N5100 - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop  (15.36 inch, Grey, 1.76 Kg)","[['Sales Package', '1 Laptop :: 1 Power Adaptor:: 1 User Guide:: 1 Warranty Documents'], ['Model Number', 'XL30'], ['Part Number', '71008301088'], ['Model Name', 'XL30'], ['Series', 'Y1 Plus Neo Intel'], ['Color', 'Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'No']]","['4', '4', '4.3', '4.4']","['₹23,990']","['₹26,390']",['9% off'],"['3,233 Ratings & 464 Reviews', '(3,233)', '(633)', '(181)']"
"HP Victus Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 16-d0311TX Gaming Laptop  (16.1 Inch, Mica Silver, 2.48 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '16-d0311TX'], ['Part Number', '7K4X1PA#ACJ'], ['Model Name', '16-d0311TX'], ['Series', 'Victus'], ['Color', 'Mica Silver'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '3.9', '4.3']","['₹59,990']","['₹75,990']",['21% off'],"['726 Ratings & 75 Reviews', '(726)', '(5,026)', '(2,949)']"
"MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN Thin and Light Laptop  (14 Inch, Urban Silver, 1.4 Kg)","[['Sales Package', 'Laptop, Power adapter'], ['Model Number', 'Modern 14 C12M-440IN'], ['Part Number', '9S7-14J111-440'], ['Model Name', 'Modern 14 C12M-440IN'], ['Series', 'Modern 14'], ['Color', 'Urban Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking, Entertainment'], ['Power Supply', '65W adapter'], ['Battery Cell', '3 cell'], ['MS Office Provided', 'No']]","['4.3', '4.3', '3.3', '4.2']","['₹41,990']","['₹67,990']",['38% off'],"['414 Ratings & 60 Reviews', '(414)', '(15)', '(1,791)']"
"ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FA506IHRZ-HN112W Gaming Laptop  (15.6 inch, Graphite Black, 2.30 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'FA506IHRZ-HN112W'], ['Part Number', '90NR07G7-M00BT0'], ['Model Name', 'FA506IHRZ-HN112W'], ['Series', 'TUF Gaming A15'], ['Color', 'Graphite Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Power Supply', '150W AC Adapter'], ['Battery Cell', '3'], ['MS Office Provided', 'No']]","['4.3', '4.3', '4.2', '4.5']","['₹65,990']","['₹75,990']",['13% off'],"['1,166 Ratings & 116 Reviews', '(1,166)', '(135)', '(22,520)']"
"MSI GF63 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/144 Hz) Thin GF63 12VE-664IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'Thin GF63 12VE-664IN'], ['Part Number', '9S7-16R821-664'], ['Model Name', 'Thin GF63 12VE-664IN'], ['Series', 'GF63'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'No']]","['4.5', '4.5', '4.3', '3.3']","['₹90,990']","['₹1,11,990']",['18% off'],"['82 Ratings & 7 Reviews', '(82)', '(633)', '(15)']"
"Acer Aspire Lite Intel Core i3 11th Gen 1115G4 - (16 GB/512 GB SSD/Windows 11 Home) AL15-51 Thin and Light Laptop  (15.6 inch, Steel Grey, 1.59 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'AL15-51'], ['Part Number', 'UN.431SI.318'], ['Model Name', 'AL15-51'], ['Series', 'Aspire Lite'], ['Color', 'Steel Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['3.9', '3.9', '3.9', '3.9']","['₹34,990']","['₹42,999']",['18% off'],"['8 Ratings & 0 Reviews', '(8)', '(5,026)', '(3,158)']"
"GIGABYTE Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) G5 MF-G2IN313SH Gaming Laptop  (15 inch, Black, 2.08 Kg)","[['Sales Package', 'Laptop, Quick Start Guide, Warranty Card, Power Cord, Power Adapter'], ['Model Number', 'G5 MF-G2IN313SH'], ['Part Number', 'G5 MF-G2IN313SH'], ['Model Name', 'G5 MF-G2IN313SH'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'No']]",['4.5'],"['₹75,990']","['₹1,48,500']",['48% off'],['21 Ratings & 6 Reviews']
"DELL Inspiron AMD Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10) Inspiron 3505 Notebook  (15.6 inch, Softmint, 1.83 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, adapter, cables and user manuals'], ['Model Number', 'Inspiron 3505'], ['Part Number', 'D560429WIN9S/D560617WIN9SE'], ['Model Name', 'Inspiron 3505'], ['Series', 'Inspiron'], ['Color', 'Softmint'], ['Type', 'Notebook'], ['Suitable For', 'Processing & Multitasking, Everyday Use'], ['Battery Backup', 'Upto 7 hours'], ['Battery Cell', '3'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '4.3', '4.3']","['₹35,855']","['₹49,613']",['27% off'],"['485 Ratings & 43 Reviews', '(485)', '(12,616)', '(633)']"
"WINGS Nuvobook S1 Aluminium Alloy Metal Body Intel Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows 11 Home) WL-Nuvobook S1-SLV Thin and Light Laptop  (15.6 Inch, Silver, 1.60 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'WL-Nuvobook S1-SLV'], ['Part Number', 'WL-Nuvobook S1-SLV'], ['Model Name', 'WL-Nuvobook S1-SLV'], ['Series', 'Nuvobook S1 Aluminium Alloy Metal Body Intel'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 10 Hours'], ['MS Office Provided', 'No']]","['4.2', '4.2', '3.9', '4.2']","['₹24,990']","['₹49,999']",['50% off'],"['367 Ratings & 71 Reviews', '(367)', '(5,026)', '(104)']"
"DELL AMD Ryzen 3 Quad Core R3-5300U - (8 GB/512 GB SSD/Windows 11 Home) IN352547R7J001ORB1 Laptop  (15.6 inch, Carbon Black, With MS Office)",[],"['4.1', '4.1', '3.9', '3.9']","['₹36,900']","['₹49,500']",['25% off'],"['8 Ratings & 0 Reviews', '(8)', '(595)', '(2,500)']"
"Infinix Y1 Plus Neo (2023) Intel Celeron Quad Core 11th Gen N5100 - (4 GB/128 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop  (15.6 Inch, Grey, 1.76 Kg)",[],"['4.1', '4.1', '4', '4']","['₹20,990']","['₹29,990']",['30% off'],"['1,110 Ratings & 161 Reviews', '(1,110)', '(73)', '(150)']"
"DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Thin and Light Laptop  (14 Inch, Carbon Black, 1.48 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, adapter, cables and user manuals'], ['Model Number', 'Vostro 3420'], ['Part Number', '293420GT2FWO2MC2IN'], ['Model Name', 'Vostro 3420'], ['Color', 'Carbon Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 7 hours'], ['MS Office Provided', 'Yes']]","['3.2', '3.2', '4.3', '3.9']","['₹52,500']","['₹85,000']",['38% off'],"['6 Ratings & 1 Reviews', '(6)', '(12,616)', '(2,662)']"
"Acer One14 Backlit Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and Light Laptop  (14 Inch, Silver, 1.49 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'Z8-415'], ['Part Number', 'UN.599SI.018'], ['Model Name', 'Z8-415'], ['Series', 'One14 Backlit'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'No']]","['3.7', '3.7', '4.1', '4.4']","['₹34,490']","['₹59,999']",['42% off'],"['1,632 Ratings & 220 Reviews', '(1,632)', '(241)', '(8,553)']"
"DELL Intel Core i3 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IC7430XYW6F002ORS1 Thin and Light Laptop  (14 inch, Platinum Silver, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'IC7430XYW6F002ORS1'], ['Part Number', 'IC7430XYW6F002ORS1'], ['Model Name', 'Inspiron 7430'], ['Color', 'Platinum Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Travel & Business'], ['Battery Backup', 'UPTO 8 HRS'], ['MS Office Provided', 'Yes']]","['4.9', '4']","['₹60,490']","['₹77,000']",['21% off'],"['(16)', '(797)']"
"Lenovo E41 AMD APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/Windows 10) E41-45 Notebook  (14 Inch, Black, 2.2 KG)","[['Sales Package', 'Laptop, Charger and Manual'], ['Model Number', 'E41-45'], ['Part Number', '82BF001EIH'], ['Series', 'E41'], ['Color', 'Black'], ['Type', 'Notebook'], ['Suitable For', 'Processing & Multitasking, Everyday Use'], ['Battery Backup', 'Up to 4 Hours'], ['Power Supply', '45W Adapter'], ['Battery Cell', '6 Cell'], ['MS Office Provided', 'No'], ['Stylus Included', 'No']]","['3.2', '3.2', '4.1', '4.2']","['₹20,554']","['₹29,000']",['29% off'],"['44 Ratings & 12 Reviews', '(44)', '(256)', '(1,226)']"
"Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook  (14 Inch, Pure Silver, 1.25 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'SFG14-41'], ['Part Number', 'NX.KG3SI.002 / NX.KG3SI.004'], ['Model Name', 'Swift Go 14'], ['Series', 'Swift Go 14'], ['Color', 'Pure Silver'], ['Type', 'Notebook'], ['Suitable For', 'Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business'], ['Power Supply', '65 W PD AC adapter'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '3.9']","['₹54,990']","['₹70,999']",['22% off'],"['19 Ratings & 1 Reviews', '(19)', '(595)']"
"MSI GP65 Leopard Intel Core i7 10th Gen 10750H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/144 Hz) GP65 Leopard 10SEK-830IN Gaming Laptop  (15.6 inch, Black&Silver, 2.33 kg)","[['Sales Package', 'Laptop, Battery, Power Adapter, User Guide'], ['Model Number', 'GP65 Leopard 10SEK-830IN'], ['Part Number', '9S7-16U711-830'], ['Model Name', 'GP65 Leopard 10SEK-830IN'], ['Series', 'GP65 Leopard'], ['Color', 'Black&Silver'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Power Supply', '230 W AC Adapter'], ['Battery Cell', '6 cell'], ['MS Office Provided', 'No']]","['4.5', '4.5', '3.9', '4.5']","['₹71,425']","['₹1,45,990']",['51% off'],"['798 Ratings & 111 Reviews', '(798)', '(602)', '(5,694)']"
"APPLE 2022 MacBook Pro Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MNEQ3HN/A  (13.3 Inch, Silver, 1.38 Kg)","[['Sales Package', 'MacBook Pro, 67W USB-C Power Adapter, USB-C Charge Cable (2 m)'], ['Model Number', 'MNEQ3HN/A'], ['Part Number', 'MNEQ3HN/A'], ['Model Name', 'MacBook Pro'], ['Series', '2022 MacBook Pro'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 20 Hours'], ['Power Supply', '67W USB-C Power Adapter'], ['MS Office Provided', 'No']]","['4.6', '4.6', '4.3', '4.6']","['₹1,36,990']","['₹1,49,900']",['8% off'],"['100 Ratings & 11 Reviews', '(100)', '(384)', '(247)']"
"Infinix ZEROBOOK 13 Intel Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin and Light Laptop  (15.6 inch, Grey With Meteorite Phase Design, 1.80 Kg, With MS Office)","[['Sales Package', '1 Laptop :: 1 Power Adaptor:: 1 User Guide:: 1 Warranty Documents'], ['Model Number', 'ZL513'], ['Part Number', '71008301277'], ['Model Name', 'ZL513'], ['Series', 'ZEROBOOK 13 Intel'], ['Color', 'Grey With Meteorite Phase Design'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 10 Hours'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '4.1', '4']","['₹57,990']","['₹1,19,990']",['51% off'],"['91 Ratings & 25 Reviews', '(91)', '(241)', '(84)']"
"ASUS ROG Zephyrus G14 with 76WHr Battery AMD Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz/75 TGP) GA401QE-K2166TS Gaming Laptop  (14 Inch, Eclipse Gray AniMe Matrix Version, 1.70 Kg, With MS Office)",[],"['4.3', '4.3', '4.4', '4']","['₹89,990']","['₹1,80,990']",['50% off'],"['30 Ratings & 5 Reviews', '(30)', '(31,570)', '(325)']"
"DELL AMD Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/165 Hz) New Gaming G15 Ryzen Edition Gaming Laptop  (15.6 Inch, Phantom Grey With Speckles, 2.51 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, adapter, cables and user manuals'], ['Model Number', 'New Gaming G15 Ryzen Edition'], ['Part Number', 'D560898WIN9S'], ['Model Name', 'G15-5525'], ['Color', 'Phantom Grey With Speckles'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Backup', 'Upto 7 hours'], ['Battery Cell', '6 Cell'], ['MS Office Provided', 'Yes']]","['4.1', '3.8']","['₹1,09,655']","['₹2,06,581']",['46% off'],"['(883)', '(88)']"
"ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'X515EA-EJ312W'], ['Part Number', '90NB0TY2-M04LT0'], ['Model Name', 'X515EA-EJ312W'], ['Series', 'Vivobook 15'], ['Color', 'Transparent Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '2 cell'], ['MS Office Provided', 'No']]",['4.3'],"['₹35,990']","['₹50,990']",['29% off'],"['2,476 Ratings & 258 Reviews']"
"MSI Summit E16Flip Intel Core i7 13th Gen 1360P - (32 GB/1 TB SSD/Windows 11 Home) Summit E16Flip A13VET-068IN 2 in 1 Laptop  (16 Inch, Ink Black, 2.1 Kg)","[['Sales Package', 'Laptop, Power adapter, MSI Pen, Laptop Bag'], ['Model Number', 'Summit E16Flip A13VET-068IN'], ['Part Number', '9S7-159431-068'], ['Model Name', 'Summit E16 Flip A13VET-068IN NVIDIA GeForce RTX 4050'], ['Series', 'Summit E16Flip'], ['Color', 'Ink Black'], ['Type', '2 in 1 Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '120W adapter'], ['Battery Cell', '4 cell'], ['MS Office Provided', 'No']]","['4.5', '4.5', '4.3', '4.2']","['₹1,59,990']","['₹2,12,990']",['24% off'],"['4 Ratings & 0 Reviews', '(4)', '(4,133)', '(42)']"
"SAMSUNG Galaxy Book3 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XFG-KB1IN Thin and Light Laptop  (15.6 Inch, Silver, 1.58 Kg, With MS Office)","[['Sales Package', 'Laptop, Adapter, Cable'], ['Model Number', 'NP750XFG-KB1IN'], ['Part Number', 'NP750XFG-KB1IN'], ['Series', 'Galaxy Book3'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '54 Wh 45 W USB Type-C Adapter'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '4.4', '4.1']","['₹69,990']","['₹93,990']",['25% off'],"['506 Ratings & 71 Reviews', '(506)', '(31,570)', '(304)']"
"MSI Bravo 15 AMD Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX6500M/144 Hz) Bravo 15 B5ED-034IN Gaming Laptop  (15.6 inch, Black, 2.35 Kg)","[['Sales Package', 'Laptop, power adapter'], ['Model Number', 'Bravo 15 B5ED-034IN'], ['Part Number', '9S7-158M12-034'], ['Model Name', 'Bravo 15 B5ED'], ['Series', 'Bravo 15'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Power Supply', '150W adapter'], ['MS Office Provided', 'No']]","['4.4', '4.4', '4.5', '3.3']","['₹59,990']","['₹69,990']",['14% off'],"['1,076 Ratings & 132 Reviews', '(1,076)', '(333)', '(15)']"
"Lenovo IdeaPad AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.62 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15AMN8'], ['Part Number', '82XQ008DIN'], ['Model Name', 'Slim 3'], ['Series', 'IdeaPad'], ['Color', 'Arctic Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '65W Round Tip (3 Pin)'], ['MS Office Provided', 'Yes']]","['4', '4', '4', '4.1']","['₹33,990']","['₹54,090']",['37% off'],"['5 Ratings & 0 Reviews', '(5)', '(3,956)', '(179)']"
"ASUS ROG Strix G16 (2023) with 90WHr Battery Intel HX-Series Intel Core i5 13th Gen 13450HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/165 Hz/140 TGP) G614JU-N3221WS Gaming Laptop  (16 Inch, Gray, 2.50 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'G614JU-N3221WS'], ['Part Number', '90NR0CC1-M00D10'], ['Model Name', 'G614JU-N3221WS'], ['Series', 'ROG Strix G16 (2023) with 90WHr Battery Intel HX-Series'], ['Color', 'Gray'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '4 Cell'], ['MS Office Provided', 'Yes'], ['TGP', '140 TGP']]","['5', '5', '4.3', '4']","['₹1,44,990']","['₹1,73,990']",['16% off'],"['6 Ratings & 1 Reviews', '(6)', '(365)', '(325)']"
"HP Intel Core i3 12th Gen 1215U - (8 GB/1 TB SSD/Windows 11 Home) 15s-fy5005TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15s-fy5005TU'], ['Part Number', '8K8J3PA#ACJ'], ['Model Name', '15s-fy5005TU'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '3.9', '4.1']","['₹42,990']","['₹52,721']",['18% off'],"['7 Ratings & 0 Reviews', '(7)', '(5,026)', '(15,924)']"
"Lenovo THINKBOOK AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) TB 15 Thin and Light Laptop  (16 inch, Silver Grey, 1.6 Kg, With MS Office)","[['Sales Package', 'Laptop, Adaptor, Manual, Box'], ['Model Number', 'TB 15'], ['Part Number', '21JF0026MJ'], ['Model Name', 'TB 15'], ['Series', 'THINKBOOK'], ['Color', 'Silver Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Up to 8 hours'], ['MS Office Provided', 'Yes']]","['4.5', '4.5', '4', '4.2']","['₹52,990']","['₹99,999']",['47% off'],"['17 Ratings & 0 Reviews', '(17)', '(3,956)', '(4,481)']"
"HP 255 G8 AMD Ryzen 5 Hexa Core AMD Ryzen 5 5500U - (8 GB/256 GB SSD/Windows 11 Home) 255 Business Laptop  (15.6 inch, Silver, 1.47 kg)","[['Sales Package', 'Laptop, Power Adapter, Cable'], ['Model Number', '255'], ['Part Number', '7J035aa'], ['Model Name', '255 G8 Laptop'], ['Series', '255 G8'], ['Color', 'Silver'], ['Type', 'Business Laptop'], ['Suitable For', 'Travel & Business, Everyday Use, Entertainment, Processing & Multitasking, Performance'], ['Battery Backup', '3 hours'], ['Power Supply', '45 W USB Type-C power adapter'], ['Battery Cell', 'HP Long Life 3-cell, 41 Wh Li-ion'], ['MS Office Provided', 'No'], ['Inbuilt 4G LTE', 'No'], ['Stylus Included', 'No']]","['4.7', '4.7', '3.9', '4.2']","['₹31,989']","['₹44,771']",['28% off'],"['34 Ratings & 3 Reviews', '(34)', '(2,662)', '(4,481)']"
"Infinix X2 Slim Intel Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light Laptop  (14 inch, Gray, 1.24 kg)",[],"['4.1', '4.1', '4.1', '4']","['₹34,990']","['₹64,990']",['46% off'],"['872 Ratings & 120 Reviews', '(872)', '(241)', '(290)']"
"HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-FQ5202TU Thin and Light Laptop  (15.6 inch, Silver, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15S-FQ5202TU'], ['Part Number', '15S-FQ5202TU'], ['Model Name', '15s'], ['Series', '15s'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Travel & Business'], ['Battery Backup', 'UPTO 8 HRS'], ['MS Office Provided', 'Yes']]","['3.2', '3.2', '3.9', '4']","['₹50,307']","['₹59,999']",['16% off'],"['5 Ratings & 1 Reviews', '(5)', '(5,026)', '(2,082)']"
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ARH7 Gaming Laptop  (15.6 Inch, Onyx Grey, 2.32 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15ARH7'], ['Part Number', '82SB00V2IN'], ['Model Name', '15ARH7'], ['Series', 'IdeaPad Gaming 3'], ['Color', 'Onyx Grey'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '4.5', '4.2']","['₹64,990']","['₹85,890']",['24% off'],"['53 Ratings & 10 Reviews', '(53)', '(1,927)', '(104)']"
"DELL Intel Core i5 12th Gen 1235U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.65 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'New Inspiron 15 Laptop'], ['Part Number', 'D560900WIN9B|D560874WIN9B'], ['Model Name', 'New Inspiron 15 Laptop'], ['Color', 'Carbon Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 7 hours'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '4', '4']","['₹52,716']","['₹78,600']",['32% off'],"['291 Ratings & 22 Reviews', '(291)', '(73)', '(68)']"
"ASUS ROG Strix G15 (2022) AMD Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050/144 Hz) G513RC-HN083W Gaming Laptop  (15.6 Inch, Eclipse Gray, 2.10 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'G513RC-HN083W'], ['Part Number', '90NR08A5-M00430'], ['Model Name', 'G513RC-HN083W'], ['Series', 'ROG Strix G15 (2022)'], ['Color', 'Eclipse Gray'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Power Supply', '200W AC Adapter'], ['Battery Cell', '4'], ['MS Office Provided', 'No']]","['4.3', '4.3', '4', '4.4']","['₹81,990']","['₹1,35,990']",['39% off'],"['403 Ratings & 47 Reviews', '(403)', '(325)', '(31,570)']"
"SAMSUNG Galaxy Book3 Pro 360 EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) NP960QFG-KA1IN Thin and Light Laptop  (16 Inch, Graphite, 1.66 Kg, With MS Office)",[],"['5', '5', '3.9', '4.4']","['₹1,53,990']","['₹1,81,046']",['14% off'],"['4 Ratings & 0 Reviews', '(4)', '(2,571)', '(220)']"
